[14252:4864:0221/172730.341:WARNING:chrome_main_delegate.cc(668)] This is Chrome version 121.0.6167.185 (not a warning)
[14252:4864:0221/172730.436:INFO:policy_logger.cc(144)] :components\enterprise\browser\controller\chrome_browser_cloud_management_controller.cc(168) Starting CBCM Controller Initialization
[14252:4864:0221/172730.436:INFO:policy_logger.cc(144)] :components\enterprise\browser\controller\chrome_browser_cloud_management_controller.cc(196) No machine level policy manager exists.
[14252:4864:0221/172731.232:INFO:CONSOLE(0)] "Error with Permissions-Policy header: Unrecognized feature: 'ambient-light-sensor'.", source:  (0)
[14252:4864:0221/172731.684:INFO:CONSOLE(112)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/eECk3ceTaHJ.png' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (112)
[14252:4864:0221/172731.686:INFO:CONSOLE(112)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/eECk3ceTaHJ.png' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (112)
[14252:4864:0221/172731.686:INFO:CONSOLE(112)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/ATlxuj_J5ty.png' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (112)
[14252:4864:0221/172731.686:INFO:CONSOLE(112)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/ATlxuj_J5ty.png' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (112)
[14252:4864:0221/172731.688:INFO:CONSOLE(112)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yr/r/c0dWho49-X3.png' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (112)
[14252:4864:0221/172731.688:INFO:CONSOLE(112)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yr/r/c0dWho49-X3.png' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (112)
[14252:4864:0221/172731.688:INFO:CONSOLE(112)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/Ivw7nhRtXyo.png' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (112)
[14252:4864:0221/172731.688:INFO:CONSOLE(112)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/Ivw7nhRtXyo.png' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (112)
[14252:4864:0221/172731.688:INFO:CONSOLE(112)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/Y4mYLVOhTwq.png' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (112)
[14252:4864:0221/172731.688:INFO:CONSOLE(112)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/Y4mYLVOhTwq.png' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (112)
[14252:4864:0221/172731.746:INFO:CONSOLE(604)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yr/r/c0dWho49-X3.png' is found, but is not used because image loading is disabled.", source: https://static.xx.fbcdn.net/rsrc.php/v3ieWX4/yK/l/makehaste_jhash/WmjpsiptDDwq043m1px02tI5LzDSxs6p9wts9_OTylR89L7kiJcBgX8Czmn3Vje86Kl9h8c3TOeA90-lAm_a_i2L5Imf066KzDgrWjR8xfZ0KhzkyhQ8bqNhYh51pnyATAoPPdf73MM3rnjSiApTiExep4rgpaDe9xVPwVHgnBiVbb6pnucw9-3hK7r.js?_nc_x=YJWwngV6Ntn (604)
[14252:4864:0221/172731.746:INFO:CONSOLE(604)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/Ivw7nhRtXyo.png' is found, but is not used because image loading is disabled.", source: https://static.xx.fbcdn.net/rsrc.php/v3ieWX4/yK/l/makehaste_jhash/WmjpsiptDDwq043m1px02tI5LzDSxs6p9wts9_OTylR89L7kiJcBgX8Czmn3Vje86Kl9h8c3TOeA90-lAm_a_i2L5Imf066KzDgrWjR8xfZ0KhzkyhQ8bqNhYh51pnyATAoPPdf73MM3rnjSiApTiExep4rgpaDe9xVPwVHgnBiVbb6pnucw9-3hK7r.js?_nc_x=YJWwngV6Ntn (604)
[14252:4864:0221/172731.746:INFO:CONSOLE(604)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/Y4mYLVOhTwq.png' is found, but is not used because image loading is disabled.", source: https://static.xx.fbcdn.net/rsrc.php/v3ieWX4/yK/l/makehaste_jhash/WmjpsiptDDwq043m1px02tI5LzDSxs6p9wts9_OTylR89L7kiJcBgX8Czmn3Vje86Kl9h8c3TOeA90-lAm_a_i2L5Imf066KzDgrWjR8xfZ0KhzkyhQ8bqNhYh51pnyATAoPPdf73MM3rnjSiApTiExep4rgpaDe9xVPwVHgnBiVbb6pnucw9-3hK7r.js?_nc_x=YJWwngV6Ntn (604)
[14252:4864:0221/172731.746:INFO:CONSOLE(604)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/4GR4KRf3hN2.png' is found, but is not used because image loading is disabled.", source: https://static.xx.fbcdn.net/rsrc.php/v3ieWX4/yK/l/makehaste_jhash/WmjpsiptDDwq043m1px02tI5LzDSxs6p9wts9_OTylR89L7kiJcBgX8Czmn3Vje86Kl9h8c3TOeA90-lAm_a_i2L5Imf066KzDgrWjR8xfZ0KhzkyhQ8bqNhYh51pnyATAoPPdf73MM3rnjSiApTiExep4rgpaDe9xVPwVHgnBiVbb6pnucw9-3hK7r.js?_nc_x=YJWwngV6Ntn (604)
[14252:4864:0221/172731.746:INFO:CONSOLE(604)] "A preload for 'https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/vTDQ3deAsEh.png' is found, but is not used because image loading is disabled.", source: https://static.xx.fbcdn.net/rsrc.php/v3ieWX4/yK/l/makehaste_jhash/WmjpsiptDDwq043m1px02tI5LzDSxs6p9wts9_OTylR89L7kiJcBgX8Czmn3Vje86Kl9h8c3TOeA90-lAm_a_i2L5Imf066KzDgrWjR8xfZ0KhzkyhQ8bqNhYh51pnyATAoPPdf73MM3rnjSiApTiExep4rgpaDe9xVPwVHgnBiVbb6pnucw9-3hK7r.js?_nc_x=YJWwngV6Ntn (604)
[14252:4864:0221/172732.172:INFO:CONSOLE(185)] "A preload for 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-1/426613035_2407971376257350_2802265457440902652_n.jpg?stp=dst-jpg_p240x240&_nc_cat=103&ccb=1-7&_nc_sid=5740b7&_nc_ohc=9L2j6Uv554IAX_nepuK&_nc_ht=scontent.fdad3-1.fna&oh=00_AfDeI0vBpPdlwvD0cqKRH45r1YWGNkUj7_33PvaenoZuQA&oe=65DBB499' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (185)
[14252:4864:0221/172732.172:INFO:CONSOLE(185)] "A preload for 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-1/426613035_2407971376257350_2802265457440902652_n.jpg?stp=dst-jpg_p240x240&_nc_cat=103&ccb=1-7&_nc_sid=5740b7&_nc_ohc=9L2j6Uv554IAX_nepuK&_nc_ht=scontent.fdad3-1.fna&oh=00_AfDeI0vBpPdlwvD0cqKRH45r1YWGNkUj7_33PvaenoZuQA&oe=65DBB499' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (185)
[14252:4864:0221/172732.172:INFO:CONSOLE(185)] "A preload for 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-1/375470022_271265899047742_8719859459184369904_n.jpg?stp=c0.3.240.240a_dst-jpg_p240x240&_nc_cat=109&ccb=1-7&_nc_sid=5740b7&_nc_ohc=H2Xcm-A1hpwAX-ush6k&_nc_ht=scontent.fdad3-5.fna&oh=00_AfCylc-MQJQq1JyOZp-uit3dGsXUw0dlawLORUs4qKRzDA&oe=65DA5C64' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (185)
[14252:4864:0221/172732.172:INFO:CONSOLE(185)] "A preload for 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-1/375470022_271265899047742_8719859459184369904_n.jpg?stp=c0.3.240.240a_dst-jpg_p240x240&_nc_cat=109&ccb=1-7&_nc_sid=5740b7&_nc_ohc=H2Xcm-A1hpwAX-ush6k&_nc_ht=scontent.fdad3-5.fna&oh=00_AfCylc-MQJQq1JyOZp-uit3dGsXUw0dlawLORUs4qKRzDA&oe=65DA5C64' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (185)
[14252:4864:0221/172732.174:INFO:CONSOLE(185)] "A preload for 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-1/421701603_395094649845187_3467937641151460977_n.jpg?stp=dst-jpg_s240x240&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=l0tMr1B9OzEAX9f4ZFJ&_nc_ht=scontent.fdad3-5.fna&oh=00_AfD-7i-loFYtiAN3IhdQ_ewDh4ScTf3liTg3uifoqDi2rA&oe=65DAC438' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (185)
[14252:4864:0221/172732.174:INFO:CONSOLE(185)] "A preload for 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-1/421701603_395094649845187_3467937641151460977_n.jpg?stp=dst-jpg_s240x240&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=l0tMr1B9OzEAX9f4ZFJ&_nc_ht=scontent.fdad3-5.fna&oh=00_AfD-7i-loFYtiAN3IhdQ_ewDh4ScTf3liTg3uifoqDi2rA&oe=65DAC438' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (185)
[14252:4864:0221/172732.174:INFO:CONSOLE(185)] "A preload for 'https://scontent.fdad3-5.fna.fbcdn.net/v/t1.30497-1/143086968_2856368904622192_1959732218791162458_n.png?_nc_cat=1&ccb=1-7&_nc_sid=2b6aad&_nc_ohc=Wj3ZsFNTw90AX97C8Lc&_nc_ht=scontent.fdad3-5.fna&oh=00_AfAnT7V6KKsG7WJDjHrYacTXQb9pAxNkRvk8hDpAMpzyPQ&oe=65FD2B78' is found, but is not used because image loading is disabled.", source: https://www.facebook.com/ (185)
